Compound,"B, cm3/mol^-1","T, K",,,,,
Ethyl methanoate,-830,351.8,,,,,
Ethyl methanoate,-850,353.2,,,,,
Ethyl methanoate,-760,360,,,,,
Ethyl methanoate,-730,368.2,,,,,
Ethyl methanoate,-700,370,,,,,
Ethyl methanoate,-714,373.15,,,,,
Ethyl methanoate,-650,382,,,,,
Ethyl methanoate,-625,388.2,,,,,
Ethyl methanoate,-590,394.8,,,,,
Methyl ethanoate,-1363,311.9,,,,,
Methyl ethanoate,-1240,323.2,,,,,
Methyl ethanoate,-1210,328.4,,,,,
Methyl ethanoate,-1142,329.9,,,,,
Methyl ethanoate,-1190,330.9,,,,,
Methyl ethanoate,-1150,335.6,,,,,
Methyl ethanoate,-1175,335.7,,,,,
Methyl ethanoate,-1115,336.3,,,,,
Methyl ethanoate,-1080,338.2,,,,,
Methyl ethanoate,-1100,338.6,,,,,
Methyl ethanoate,-1045,340.3,,,,,
Methyl ethanoate,-1000,345.5,,,,,
Methyl ethanoate,-990,347.4,,,,,
Methyl ethanoate,-980,351.8,,,,,
Methyl ethanoate,-960,353.2,,,,,
Methyl ethanoate,-900,357.8,,,,,
Methyl ethanoate,-890,359.8,,,,,
Methyl ethanoate,-830,366.2,,,,,
Methyl ethanoate,-850,368.2,,,,,
Methyl ethanoate,-820,374.3,,,,,
Methyl ethanoate,-795,376.9,,,,,
Methyl ethanoate,-810,378.8,,,,,
Methyl ethanoate,-685,383.05,,,,,
Methyl ethanoate,-785,383.6,,,,,
Methyl ethanoate,-740,391,,,,,
Methyl ethanoate,-639,393.16,,,,,
Methyl ethanoate,-593,403.13,,,,,
Methyl ethanoate,-558,413.18,,,,,
Methyl ethanoate,-533,423.12,,,,,
Methyl ethanoate,-500,433.05,,,,,
1-Bromopropane,-955,322.25,,,,,
1-Bromopropane,-709,331.75,,,,,
1-Bromopropane,-642,339.15,,,,,
1-Bromopropane,-573,352.35,,,,,
1-Bromopropane,-1070,353.6,,,,,
1-Bromopropane,-958,374.1,,,,,
1-Bromopropane,-847,392.6,,,,,
1-Bromopropane,-776,412.2,,,,,
2-Bromopropane,-1295,304.55,,,,,
2-Bromopropane,-1180,317.95,,,,,
2-Bromopropane,-1037,329.75,,,,,
2-Bromopropane,-1004,338.5,,,,,
2-Bromopropane,-901,353.7,,,,,
2-Bromopropane,-814,374.1,,,,,
2-Bromopropane,-724,392.6,,,,,
1-Chloropropane,-1031,303.2,,,,,
1-Chloropropane,-999.7,310.2,,,,,
1-Chloropropane,-931,313.2,,,,,
1-Chloropropane,-926.1,318.6,,,,,
1-Chloropropane,-873.4,323.15,,,,,
1-Chloropropane,-768,333.2,,,,,
1-Chloropropane,-745,344.8,,,,,
1-Chloropropane,-706.7,348.15,,,,,
1-Chloropropane,-713.1,348.5,,,,,
1-Chloropropane,-610.8,371.4,,,,,
1-Chloropropane,-611.7,373.15,,,,,
1-Chloropropane,-542.5,389.4,,,,,
1-Chloropropane,-508.6,397.7,,,,,
1-Chloropropane,-540.6,398.15,,,,,
1-Chloropropane,-457.2,412.4,,,,,
1-Chloropropane,-410.3,432.2,,,,,
1-Chloropropane,-387.8,443.2,,,,,
1-Chloropropane,-321.3,478.7,,,,,
1-Chloropropane,-308.1,483.2,,,,,
1-Chloropropane,-284.5,503.2,,,,,
1-Chloropropane,-272.4,510.3,,,,,
1-Chloropropane,-241.4,538,,,,,
1-Chloropropane,-226.8,548.6,,,,,
1-Chloropropane,-200.3,578,,,,,
2-Chloropropane,-869.7,313.15,,,,,
2-Chloropropane,-752.5,333.15,,,,,
2-Chloropropane,-680.6,353.15,,,,,
2-Chloropropane,-603.8,373.15,,,,,
2-Chloropropane,-509.9,398.15,,,,,
Propane,-844,211.3,,,,,
Propane,-730.8,230.13,,,,,
Propane,-680,231.2,,,,,
Propane,-656,239.97,,,,,
Propane,-610,244,,,,,
Propane,-592.6,249.83,,,,,
Propane,-567,251.5,,,,,
Propane,-538.2,259.8,,,,,
Propane,-489.2,270.29,,,,,
Propane,-477,273,,,,,
Propane,-470,273.15,,,,,
Propane,-471,273.8,,,,,
Propane,-450.7,279.88,,,,,
Propane,-428.4,288.2,,,,,
Propane,-414.4,290.25,,,,,
Propane,-406.8,293.15,,,,,
Propane,-418.9,293.15,,,,,
Propane,-417.6,294.27,,,,,
Propane,-407.9,295.21,,,,,
Propane,-399,295.4,,,,,
Propane,-404.2,296,,,,,
Propane,-404.2,296,,,,,
Propane,-396,296.1,,,,,
Propane,-394,297,,,,,
Propane,-378,298.15,,,,,
Propane,-404,299.05,,,,,
Propane,-403,299.19,,,,,
Propane,-384.5,300,,,,,
Propane,-384,303.16,,,,,
Propane,-395,303.16,,,,,
Propane,-382,303.16,,,,,
Propane,-383.5,303.2,,,,,
Propane,-369,306.5,,,,,
Propane,-360.5,308,,,,,
Propane,-357.1,310.11,,,,,
Propane,-381.8,310.94,,,,,
Propane,-335.5,310.94,,,,,
Propane,-361.4,313.2,,,,,
Propane,-339,317.6,,,,,
Propane,-333.7,319.84,,,,,
Propane,-340,321,,,,,
Propane,-338.2,322.8,,,,,
Propane,-325,323.15,,,,,
Propane,-329.6,323.15,,,,,
Propane,-328,323.15,,,,,
Propane,-331,323.71,,,,,
Propane,-324,327.6,,,,,
Propane,-353.5,327.6,,,,,
Propane,-305.4,327.6,,,,,
Propane,-310,329.41,,,,,
Propane,-311.6,330.16,,,,,
Propane,-309,332.9,,,,,
Propane,-308,333.15,,,,,
Propane,-299,337.8,,,,,
Propane,-292,338.42,,,,,
Propane,-292.5,340.06,,,,,
Propane,-287.8,343.15,,,,,
Propane,-316.7,344.27,,,,,
Propane,-280.2,344.27,,,,,
Propane,-294,345.4,,,,,
Propane,-274,347.9,,,,,
Propane,-279,348.15,,,,,
Propane,-293,348.16,,,,,
Propane,-289.1,348.16,,,,,
Propane,-274,348.57,,,,,
Propane,-275.2,350.03,,,,,
Propane,-271,353.15,,,,,
Propane,-281,353.2,,,,,
Propane,-281,353.2,,,,,
Propane,-271.2,353.8,,,,,
Propane,-265,357.9,,,,,
Propane,-263.1,358.15,,,,,
Propane,-256,358.97,,,,,
Propane,-283.7,360.94,,,,,
Propane,-256.1,360.94,,,,,
Propane,-255.5,363.15,,,,,
Propane,-252.5,365.15,,,,,
Propane,-242,365.54,,,,,
Propane,-250.2,367.15,,,,,
Propane,-248.3,368.15,,,,,
Propane,-244,368.19,,,,,
Propane,-244,368.2,,,,,
Propane,-242,368.7,,,,,
Propane,-246.8,369.15,,,,,
Propane,-246.2,369.85,,,,,
Propane,-260,369.96,,,,,
Propane,-245.6,369.97,,,,,
Propane,-247,373.15,,,,,
Propane,-240.2,373.15,,,,,
Propane,-241,373.15,,,,,
Propane,-244.2,373.15,,,,,
Propane,-245.1,373.15,,,,,
Propane,-241.3,373.15,,,,,
Propane,-244.4,373.15,,,,,
Propane,-256,373.16,,,,,
Propane,-246,373.16,,,,,
Propane,-241.8,373.16,,,,,
Propane,-242.1,373.4,,,,,
Propane,-254.7,377.6,,,,,
Propane,-235,377.6,,,,,
Propane,-229,377.7,,,,,
Propane,-231,379.99,,,,,
Propane,-225.2,380.96,,,,,
Propane,-229.4,383.15,,,,,
Propane,-219,387.74,,,,,
Propane,-213,388.5,,,,,
Propane,-220,389.5,,,,,
Propane,-225.2,392.9,,,,,
Propane,-215.7,393.15,,,,,
Propane,-213.5,393.18,,,,,
Propane,-212.3,393.19,,,,,
Propane,-214.8,393.19,,,,,
Propane,-212.6,393.19,,,,,
Propane,-213.7,394,,,,,
Propane,-204,397.73,,,,,
Propane,-211,398.15,,,,,
Propane,-224,398.15,,,,,
Propane,-207.2,398.15,,,,,
Propane,-208.9,398.15,,,,,
Propane,-209.8,398.16,,,,,
Propane,-208.3,398.16,,,,,
Propane,-201,400.1,,,,,
Propane,-201.1,403.15,,,,,
Propane,-196.9,407.43,,,,,
Propane,-198.2,407.43,,,,,
Propane,-196.4,407.49,,,,,
Propane,-194.7,407.5,,,,,
Propane,-197.9,407.5,,,,,
Propane,-197.6,407.5,,,,,
Propane,-199.1,410.94,,,,,
Propane,-182,412.9,,,,,
Propane,-192.4,413.15,,,,,
Propane,-191.1,413.8,,,,,
Propane,-179.9,422.97,,,,,
Propane,-180.9,422.97,,,,,
Propane,-179.5,422.97,,,,,
Propane,-180.6,423,,,,,
Propane,-181.3,423.02,,,,,
Propane,-183,423.15,,,,,
Propane,-197,423.15,,,,,
Propane,-186.5,423.15,,,,,
Propane,-181.4,423.15,,,,,
Propane,-187.4,423.16,,,,,
Propane,-181.5,423.16,,,,,
Propane,-182.9,432.3,,,,,
Propane,-172.6,433.1,,,,,
Propane,-167.9,444.27,,,,,
Propane,-160,448.15,,,,,
Propane,-158.4,448.15,,,,,
Propane,-159.3,448.16,,,,,
Propane,-156.2,453.5,,,,,
Propane,-149.4,473,,,,,
Propane,-139,473.15,,,,,
Propane,-155,473.15,,,,,
Propane,-138.5,473.15,,,,,
Propane,-147.4,473.16,,,,,
Propane,-140,473.16,,,,,
Propane,-140,474.9,,,,,
Propane,-141.4,477.6,,,,,
Propane,-128.1,493.3,,,,,
Propane,-121,498.15,,,,,
Propane,-121.3,498.15,,,,,
Propane,-122.5,498.16,,,,,
Propane,-118.2,510.94,,,,,
Propane,-122.3,511.8,,,,,
Propane,-109,523.15,,,,,
Propane,-106.4,523.15,,,,,
Propane,-109.6,523.16,,,,,
Propane,-108,526.38,,,,,
Propane,-110.7,526.38,,,,,
Propane,-96,548.15,,,,,
Propane,-93.1,548.15,,,,,
Propane,-97.6,548.16,,,,,
Propane,-89,570.46,,,,,
Propane,-91.9,570.46,,,,,
Propane,-81.3,573.15,,,,,
Propane,-70.7,598.15,,,,,
Propane,-85.2,609.32,,,,,
Propane,-61,623.15,,,,,
Methoxyethane,-592,298.15,,,,,
Methoxyethane,-504,323.15,,,,,
Methoxyethane,-374,348.15,,,,,
Methoxyethane,-331,373.15,,,,,
1-Propanol,-3500,293.15,,,,,
1-Propanol,-2800,303.15,,,,,
1-Propanol,-2400,313.15,,,,,
1-Propanol,-1500,350,,,,,
1-Propanol,-1150,371,,,,,
1-Propanol,-890,378.2,,,,,
1-Propanol,-763,393.2,,,,,
1-Propanol,-407,473.15,,,,,
1-Propanol,-428,473.35,,,,,
1-Propanol,-330,498.15,,,,,
1-Propanol,-384,498.15,,,,,
1-Propanol,-288,523.15,,,,,
1-Propanol,-860,402,,,,,
1-Propanol,-655,408.2,,,,,
1-Propanol,-587,423.15,,,,,
1-Propanol,-596,423.15,,,,,
1-Propanol,-596,423.2,,,,,
1-Propanol,-488,448.15,,,,,
1-Propanol,-490,448.15,,,,,
1-Propanol,-365,523.15,,,,,
1-Propanol,-359,537.15,,,,,
1-Propanol,-260,548.15,,,,,
1-Propanol,-229,573.15,,,,,
2-Propanol,-1609,333.15,,,,,
2-Propanol,-1330,350,,,,,
2-Propanol,-1137,353.15,,,,,
2-Propanol,-920,371,,,,,
2-Propanol,-890,373.15,,,,,
2-Propanol,-871,373.15,,,,,
2-Propanol,-716,398.15,,,,,
2-Propanol,-715,398.15,,,,,
2-Propanol,-610,402,,,,,
2-Propanol,-589,408.2,,,,,
2-Propanol,-558,423.15,,,,,
2-Propanol,-558,423.15,,,,,
2-Propanol,-874,373.15,,,,,
2-Propanol,-844,378.2,,,,,
2-Propanol,-820,380,,,,,
2-Propanol,-721,393.15,,,,,
2-Propanol,-685,393.2,,,,,
2-Propanol,-521,423.2,,,,,
2-Propanol,-460,448.15,,,,,
2-Propanol,-454,448.15,,,,,
2-Propanol,-390,473.15,,,,,
2-Propanol,-388,473.15,,,,,
1-Propanethiol,-1387,303.03,,,,,
1-Propanethiol,-1186,320.64,,,,,
1-Propanethiol,-1012,340.88,,,,,
2-Propanethiol,-1356,290.41,,,,,
2-Propanethiol,-1180,306.2,,,,,
2-Propanethiol,-1019,325.72,,,,,
2-Thiabutane,-1458,299.15,,,,,
2-Thiabutane,-1568,301.66,,,,,
2-Thiabutane,-1366,319.76,,,,,
2-Thiabutane,-1015,339.15,,,,,
2-Thiabutane,-1246,339.81,,,,,
"N,N-Dimethylmethanamine",-764,298.15,,,N-Dimethylmethanamine;-764;298.15,,
"N,N-Dimethylmethanamine",-700,308.15,,,N-Dimethylmethanamine;-700;308.15,,
"N,N-Dimethylmethanamine",-672,311.2,,,N-Dimethylmethanamine;-672;311.2,,
"N,N-Dimethylmethanamine",-655,313.8,,,N-Dimethylmethanamine;-655;313.8,,
"N,N-Dimethylmethanamine",-605,323.8,,,N-Dimethylmethanamine;-605;323.8,,
"N,N-Dimethylmethanamine",-573,335,,,N-Dimethylmethanamine;-573;335,,
"N,N-Dimethylmethanamine",-532.5,343.2,,,N-Dimethylmethanamine;-532.5;343.2,,
"N,N-Dimethylmethanamine",-508,351,,,N-Dimethylmethanamine;-508;351,,
"N,N-Dimethylmethanamine",-469,363.6,,,N-Dimethylmethanamine;-469;363.6,,
"N,N-Dimethylmethanamine",-437,374.7,,,N-Dimethylmethanamine;-437;374.7,,
"2,2,3-Trichloroheptafluorobutane",-2621,344.2,,,2,3-Trichloroheptafluorobutane;-2621;344.2,
"2,2,3-Trichloroheptafluorobutane",-1749,371.9,,,2,3-Trichloroheptafluorobutane;-1749;371.9,
"2,2,3-Trichloroheptafluorobutane",-1271,408.6,,,2,3-Trichloroheptafluorobutane;-1271;408.6,
Trifluoroethanoic anhydride,-2360,293.15,,,,,
Trifluoroethanoic anhydride,-1980,303.15,,,,,
Trifluoroethanoic anhydride,-1550,313.15,,,,,
Octafluorocyclobutane,-843.7,290,,,,,
Octafluorocyclobutane,-769,300,,,,,
Octafluorocyclobutane,-705.7,310,,,,,
Octafluorocyclobutane,-595,329.41,,,,,
Octafluorocyclobutane,-553,338.42,,,,,
Octafluorocyclobutane,-517,348.57,,,,,
Octafluorocyclobutane,-450,368.19,,,,,
Octafluorocyclobutane,-434,373.16,,,,,
Octafluorocyclobutane,-424,377.99,,,,,
Octafluorocyclobutane,-389,387.74,,,,,
Octafluorocyclobutane,-391,388.38,,,,,
Octafluorocyclobutane,-363,397.73,,,,,
Octafluorocyclobutane,-366,398.16,,,,,
Octafluorocyclobutane,-313,423.16,,,,,
Octafluorocyclobutane,-268,448.16,,,,,
Octafluorocyclobutane,-229,473.16,,,,,
Octafluorocyclobutane,-196,498.16,,,,,
Octafluorocyclobutane,-167,523.16,,,,,
Octafluorocyclobutane,-142,548.16,,,,,
Octafluorocyclobutane,-120,573.16,,,,,
Octafluorocyclobutane,-100,598.16,,,,,
Octafluorocyclobutane,-82,623.16,,,,,
Octafluorotetrahydrofuran,-3000,323.18,,,,,
Octafluorotetrahydrofuran,-2600,342.84,,,,,
Octafluorotetrahydrofuran,-2500,371.12,,,,,
Octafluorotetrahydrofuran,-3000,389.19,,,,,
Decafluorobutane,-1018,283.16,,,,,
Decafluorobutane,-894,303.04,,,,,
Decafluorobutane,-744,323.15,,,,,
Decafluorobutane,-772,323.21,,,,,
Decafluorobutane,-492,373.15,,,,,
"1,1,1,2,2,3,3-Heptafluoro-3-(trifluoromethoxy) propane",-2300,343.04,,,1,1,
"1,1,1,2,2,3,3-Heptafluoro-3-(trifluoromethoxy) propane",-1600,383.33,,,1,1,
"1,1,1,2,2,3,3-Heptafluoro-3-(trifluoromethoxy) propane",-1600,394,,,1,1,
"1,1,1,2,2,3,3,4-Octafluorobutane",-1161.5,300,,,1,1,4-Octafluorobutane;-1161.5;300
"1,1,1,2,2,3,3,4-Octafluorobutane",-985.5,320,,,1,1,4-Octafluorobutane;-985.5;320
"1,1,1,2,2,3,3,4-Octafluorobutane",-844.8,340,,,1,1,4-Octafluorobutane;-844.8;340
"1,1,1,2,2,3,3,4-Octafluorobutane",-730.3,360,,,1,1,4-Octafluorobutane;-730.3;360
"1,1,1,2,2,3,3,4-Octafluorobutane",-635.5,380,,,1,1,4-Octafluorobutane;-635.5;380
"1,1,1,2,2,3,3,4-Octafluorobutane",-556,400,,,1,1,4-Octafluorobutane;-556;400
2-Chlorothiophene,-2060,333.45,,,,,
2-Chlorothiophene,-1930,343.45,,,,,
2-Chlorothiophene,-1830,353.45,,,,,
2-Chlorothiophene,-1730,363.45,,,,,
2-Chlorothiophene,-1650,373.45,,,,,
Furan,-975,279.16,,,,,
Furan,-851,293.16,,,,,
Furan,-789,304.52,,,,,
Furan,-645,333.45,,,,,
Furan,-605,343.45,,,,,
Furan,-570,353.45,,,,,
Furan,-535,363.45,,,,,
Furan,-500,373.45,,,,,
Thiophene,-1173,318.51,,,,,
Thiophene,-1020,333.45,,,,,
Thiophene,-1025,336.23,,,,,
Thiophene,-970,343.45,,,,,
Thiophene,-915,353.45,,,,,
Thiophene,-957,357.31,,,,,
Thiophene,-865,363.45,,,,,
Thiophene,-820,373.45,,,,,
1H-Pyrrole,-1270,333.45,,,,,
1H-Pyrrole,-1160,343.45,,,,,
1H-Pyrrole,-1070,353.45,,,,,
1H-Pyrrole,-1759,362.11,,,,,
1H-Pyrrole,-990,363.45,,,,,
1H-Pyrrole,-880,373.45,,,,,
1H-Pyrrole,-1456,381.21,,,,,
1H-Pyrrole,-1185,402.91,,,,,
"1,3-Butadiene",-757.5,283.15,,,3-Butadiene;-757.5;283.15,,
"1,3-Butadiene",-725.9,288.15,,,3-Butadiene;-725.9;288.15,,
"1,3-Butadiene",-635.4,298.19,,,3-Butadiene;-635.4;298.19,,
"1,3-Butadiene",-666.7,303.15,,,3-Butadiene;-666.7;303.15,,
"1,3-Butadiene",-607.3,303.17,,,3-Butadiene;-607.3;303.17,,
"1,3-Butadiene",-603.3,303.2,,,3-Butadiene;-603.3;303.2,,
"1,3-Butadiene",-558.3,313.12,,,3-Butadiene;-558.3;313.12,,
"1,3-Butadiene",-556.5,313.17,,,3-Butadiene;-556.5;313.17,,
"1,3-Butadiene",-506.3,323.01,,,3-Butadiene;-506.3;323.01,,
"1,3-Butadiene",-518.9,323.08,,,3-Butadiene;-518.9;323.08,,
"1,3-Butadiene",-559.5,323.15,,,3-Butadiene;-559.5;323.15,,
"1,3-Butadiene",-478,332.94,,,3-Butadiene;-478;332.94,,
"1,3-Butadiene",-467.1,332.94,,,3-Butadiene;-467.1;332.94,,
"1,3-Butadiene",-436.6,342.78,,,3-Butadiene;-436.6;342.78,,
"1,3-Butadiene",-445.2,342.8,,,3-Butadiene;-445.2;342.8,,
"1,3-Butadiene",-445.7,348.15,,,3-Butadiene;-445.7;348.15,,
"1,3-Butadiene",-411.4,352.66,,,3-Butadiene;-411.4;352.66,,
"1,3-Butadiene",-390.5,352.77,,,3-Butadiene;-390.5;352.77,,
"1,3-Butadiene",-363.5,362.5,,,3-Butadiene;-363.5;362.5,,
"1,3-Butadiene",-371.3,362.6,,,3-Butadiene;-371.3;362.6,,
1-Butyne,-980,262,,,,,
1-Butyne,-1010,266,,,,,
1-Butyne,-1100,270,,,,,
1-Butyne,-1000,274,,,,,
1-Butyne,-980,278,,,,,
1-Butyne,-940,282,,,,,
1-Butyne,-748,298,,,,,
2-Butyne,-974,278.15,,,,,
2-Butyne,-962,283.15,,,,,
2-Butyne,-940,288.15,,,,,
2-Butyne,-927,291,,,,,
2-Butyne,-912,293.15,,,,,
2-Butyne,-879,298.15,,,,,
2-Butyne,-865,300.12,,,,,
2-Butyne,-853,301.8,,,,,
"2,5-Dihydrofuran",-670,333.45,,,5-Dihydrofuran;-670;333.45,,
"2,5-Dihydrofuran",-630,343.45,,,5-Dihydrofuran;-630;343.45,,
"2,5-Dihydrofuran",-595,353.45,,,5-Dihydrofuran;-595;353.45,,
"2,5-Dihydrofuran",-565,363.45,,,5-Dihydrofuran;-565;363.45,,
"2,5-Dihydrofuran",-535,373.45,,,5-Dihydrofuran;-535;373.45,,
Butanenitrile,-2577,358.2,,,,,
Butanenitrile,-2111,368.2,,,,,
Butanenitrile,-1830,378.2,,,,,
Butanenitrile,-1640,388.2,,,,,
2-Methylpropanenitrile,-2392,343.2,,,,,
2-Methylpropanenitrile,-2229,353.2,,,,,
2-Methylpropanenitrile,-2067,363.2,,,,,
2-Methylpropanenitrile,-1875,373.2,,,,,
1-Butene,-1940,202.3,,,,,
1-Butene,-1920,202.85,,,,,
1-Butene,-1550,218.87,,,,,
1-Butene,-1160,242.23,,,,,
1-Butene,-1188.6,243.37,,,,,
1-Butene,-890,266.45,,,,,
1-Butene,-890,266.72,,,,,
1-Butene,-793.4,273.15,,,,,
1-Butene,-793.8,273.15,,,,,
1-Butene,-669,294.25,,,,,
1-Butene,-615,298.15,,,,,
1-Butene,-606,304.2,,,,,
1-Butene,-559,313.5,,,,,
1-Butene,-533,323.2,,,,,
1-Butene,-494,333.1,,,,,
1-Butene,-507.7,333.16,,,,,
1-Butene,-457,343.8,,,,,
1-Butene,-432,353.5,,,,,
1-Butene,-400,363.5,,,,,
1-Butene,-381,373.7,,,,,
1-Butene,-368.8,377.6,,,,,
1-Butene,-363,383.6,,,,,
1-Butene,-334,392.7,,,,,
1-Butene,-321,403.5,,,,,
1-Butene,-299.1,410.94,,,,,
1-Butene,-295,420.1,,,,,
1-Butene,-247.2,444.27,,,,,
1-Butene,-255.4,448.16,,,,,
1-Butene,-224.5,473.16,,,,,
1-Butene,-198.8,498.16,,,,,
1-Butene,-177.7,523.16,,,,,
(E)-2-Butene,-1230,243.29,,,,,
(E)-2-Butene,-1130,250.91,,,,,
(E)-2-Butene,-885,273.15,,,,,
(E)-2-Butene,-900,273.15,,,,,
(E)-2-Butene,-908,273.15,,,,,
(E)-2-Butene,-911,273.15,,,,,
(E)-2-Butene,-944,273.15,,,,,
(E)-2-Butene,-666,308.16,,,,,
(E)-2-Butene,-657,308.16,,,,,
(E)-2-Butene,-665,308.16,,,,,
(E)-2-Butene,-593,333.14,,,,,
(E)-2-Butene,-545,333.14,,,,,
(Z)-2-Butene,-1243,250.92,,,,,
(Z)-2-Butene,-1069,259.93,,,,,
(Z)-2-Butene,-870,273.15,,,,,
(Z)-2-Butene,-903,273.15,,,,,
(Z)-2-Butene,-936,273.15,,,,,
(Z)-2-Butene,-969,273.15,,,,,
(Z)-2-Butene,-656,308.16,,,,,
(Z)-2-Butene,-558,333.13,,,,,
(Z)-2-Butene,-503,343.09,,,,,
2-Methylpropene,-1190.6,243.28,,,,,
2-Methylpropene,-803.7,273.15,,,,,
2-Methylpropene,-815.7,273.15,,,,,
2-Methylpropene,-508.4,333.14,,,,,
2-Methylpropene,-292,423.15,,,,,
2-Methylpropene,-257.6,448.15,,,,,
2-Methylpropene,-226,473.15,,,,,
2-Methylpropene,-198.8,498.15,,,,,
2-Methylpropene,-176,523.15,,,,,
2-Methylpropene,-156.8,548.15,,,,,
Butanal,-1525,303.15,,,,,
Butanal,-1324,323.15,,,,,
Butanal,-1160,339.15,,,,,
Butanal,-1098,345.15,,,,,
Butanal,-1017,363.15,,,,,
2-Butanone,-1968,314.61,,,,,
2-Butanone,-2030,315.17,,,,,
2-Butanone,-1660,332.86,,,,,
2-Butanone,-1870,333.15,,,,,
2-Butanone,-1589,338.69,,,,,
2-Butanone,-1536,343.15,,,,,
2-Butanone,-1362,352.54,,,,,
2-Butanone,-1340,352.69,,,,,
2-Butanone,-1377,353.15,,,,,
2-Butanone,-1228,362.58,,,,,
2-Butanone,-1246,363.15,,,,,
2-Butanone,-1130,370.57,,,,,
2-Butanone,-1164,373.15,,,,,
2-Butanone,-1066,383.15,,,,,
2-Butanone,-1017,393.15,,,,,
Tetrahydrofuran,-1310,301.8,,,,,
Tetrahydrofuran,-1092,304.58,,,,,
Tetrahydrofuran,-1120,319.18,,,,,
Tetrahydrofuran,-930,339.1,,,,,
"1,4-Dioxane",-1057,373.2,,,4-Dioxane;-1057;373.2,,
"1,4-Dioxane",-1024,378.2,,,4-Dioxane;-1024;378.2,,
"1,4-Dioxane",-992,383.2,,,4-Dioxane;-992;383.2,,
"1,4-Dioxane",-993,393.2,,,4-Dioxane;-993;393.2,,
"1,4-Dioxane",-880,403.15,,,4-Dioxane;-880;403.15,,
"1,4-Dioxane",-831,413.2,,,4-Dioxane;-831;413.2,,
"1,4-Dioxane",-787,423.2,,,4-Dioxane;-787;423.2,,
Ethyl ethanoate,-1550,330.2,,,,,
Ethyl ethanoate,-1490,333.5,,,,,
Ethyl ethanoate,-1470,336.8,,,,,
Ethyl ethanoate,-1360,337.7,,,,,
Ethyl ethanoate,-1440,338.2,,,,,
Ethyl ethanoate,-1300,343.2,,,,,
Ethyl ethanoate,-1300,345.7,,,,,
Ethyl ethanoate,-1300,346.4,,,,,
Ethyl ethanoate,-1260,348.2,,,,,
Ethyl ethanoate,-1250,351.2,,,,,
Ethyl ethanoate,-1240,353.2,,,,,
Ethyl ethanoate,-1160,358.6,,,,,
Ethyl ethanoate,-1060,367.5,,,,,
Ethyl ethanoate,-1080,368.2,,,,,
Ethyl ethanoate,-1040,375.1,,,,,
Ethyl ethanoate,-950,382.6,,,,,
Ethyl ethanoate,-930,390.2,,,,,
Ethyl ethanoate,-875,398.7,,,,,
Methyl propanoate,-1610,328.6,,,,,
Methyl propanoate,-1540,333.2,,,,,
Methyl propanoate,-1530,335.2,,,,,
Methyl propanoate,-1455,339.6,,,,,
Methyl propanoate,-1390,343.1,,,,,
Methyl propanoate,-1340,347,,,,,
Methyl propanoate,-1310,351.6,,,,,
Methyl propanoate,-1240,353.2,,,,,
Methyl propanoate,-1230,360.8,,,,,
Methyl propanoate,-1110,368.2,,,,,
Methyl propanoate,-1130,370,,,,,
Methyl propanoate,-1070,381.7,,,,,
Methyl propanoate,-940,391.4,,,,,
Methyl propanoate,-905,398.9,,,,,
Propyl methanoate,-1620,323.15,,,,,
Propyl methanoate,-1530,328.6,,,,,
Propyl methanoate,-1430,332.2,,,,,
Propyl methanoate,-1440,333.2,,,,,
Propyl methanoate,-1420,334.7,,,,,
Propyl methanoate,-1390,337.6,,,,,
Propyl methanoate,-1370,342.3,,,,,
Propyl methanoate,-1300,345.1,,,,,
Propyl methanoate,-1270,347.4,,,,,
Propyl methanoate,-1250,348.15,,,,,
Propyl methanoate,-1190,351.4,,,,,
Propyl methanoate,-1190,353.2,,,,,
Propyl methanoate,-1140,361.1,,,,,
Propyl methanoate,-1060,368.2,,,,,
Propyl methanoate,-1030,368.8,,,,,
Propyl methanoate,-1011,373.15,,,,,
Propyl methanoate,-960,377.1,,,,,
Propyl methanoate,-900,385,,,,,
Propyl methanoate,-880,391.6,,,,,
Propyl methanoate,-860,397.1,,,,,
Propyl methanoate,-845,400.1,,,,,
Tetrahydrothiophene,-910,333.45,,,,,
Tetrahydrothiophene,-875,343.46,,,,,
Tetrahydrothiophene,-1540,349.86,,,,,
Tetrahydrothiophene,-840,353.45,,,,,
Tetrahydrothiophene,-760,363.45,,,,,
Tetrahydrothiophene,-1181,370.16,,,,,
Tetrahydrothiophene,-710,373.45,,,,,
Tetrahydrothiophene,-1074,394.28,,,,,
1-Bromo-2-methylpropane,-2310,329.75,,,,,
1-Bromo-2-methylpropane,-2227,340.65,,,,,
1-Bromo-2-methylpropane,-2031,352.95,,,,,
1-Bromo-2-methylpropane,-1809,365.45,,,,,
1-Bromo-2-methylpropane,-1063,368.5,,,,,
1-Bromo-2-methylpropane,-985,384.1,,,,,
1-Bromo-2-methylpropane,-898,397.5,,,,,
1-Bromo-2-methylpropane,-843,412.6,,,,,
1-Bromobutane,-1841,322.25,,,,,
1-Bromobutane,-1730,331.75,,,,,
1-Bromobutane,-1695,339.15,,,,,
1-Bromobutane,-1173,352.35,,,,,
1-Bromobutane,-912,366.35,,,,,
2-Bromobutane,-1197,363.4,,,,,
2-Bromobutane,-1082,378.9,,,,,
2-Bromobutane,-1021,392.7,,,,,
2-Bromobutane,-930,407.6,,,,,
1-Chlorobutane,-1227,329.6,,,,,
